id	text	cat
2803	Sighing, mourning ever more. 	b
2804	And his fiery heart aroused panting. 	b
2805	Nor hurt thy soul eternally. 	b
2806	Resounded far and near : 	b
2807	These ceaseless tears ! I wish their flow 	b
2808	This voice, though never heard before, 	b
2809	How little fraught with real ill, 	b
2810	And we together sadly sank 	b
2811	The earth as golden, green, and fair, 	b
2812	What joyous fete begun, 	b
2813	And cheerfully go out to play. 	b
2814	HEAVY hangs the rain-drop 	b
2815	Pours black reproach on^me : 	b
2816	Exhaust thy life and hold thee here. 	b
2817	The reckless man would pray ; 	b
2818	Of his unquenched, unclouded blaze, 	b
2819	* Her heart is beating,' Lesley said, 	b
2820	And heavy throbs the young heart 	b
2821	And then I go to prove if God, at least, be true ! 	b
2822	O'er wood and wold o'er flood and fell, 	b
2823	The choking sob, the tortured moan. 	b
2824	I need not yield to care, 	b
2825	So lost that not a gleam may come. 	b
2826	Frowning on the infant, 	b
2827	Whose windows looked on the minster-yard, 	b
2828	A bleak November's calm. 	b
2829	That melancholy boy. 	b
2830	GODS of the old mythology 	b
2831	The stranger would not turn away, 	b
2832	Long ere the poison-tainted air 	b
2833	Chasing angry thought away. 	b
2834	Where thou dost stand an hour ago, 	b
2835	A deeper cup of bitterer pain ; 	b
2836	On golden summer's forests green, 	b
2837	'Twas grief enough to think mankind 	b
2838	It might not be so drear, 	b
2839	Has never wooed to blow, 	b
2840	Scentless are thy petals, 	b
2841	Can watch the lustre leave its skies 	b
2842	The cannon with unceasing crash 	b
2843	Not one voice sobs * farewell ' ; 	b
2844	Barren is thy beauty, 	b
2845	So heaven's sun shines in thee. 	b
2846	Forget, forsake, refuse to hear ! 	b
2847	You both were vainly given : 	b
2848	I saw the light decay. 	b
2849	YET o'er his face a solemn light 	b
2850	Stanzas 5 and 6 have been crossed out in the manuscript. 	b
2851	From trampling on thy buried breast. 	b
2852	And bounding down the marble stair. 	b
2853	That none can pass again. 	b
2854	His banners all bravely flying ; 	b
2855	And cheered his host by adding stern 	b
2856	Why, Seraph, has thine erring wing 	b
2857	Wafted thee down to weep with him ? 	b
2858	IT *s over now ; I Ve known it all ; 	b
2859	Nor do I come to mingle tears ; 	b
2860	But sweet is day, though with shadows 	b
2861	To feel the frost-wind blow ! 	b
2862	Yet the grass before the door 	b
2863	But never more look up and see 	b
2864	Her darling child from her embrace 	b
2865	Will then like virtues shine ; 	b
2866	* Heavy and dark the night is closing ; 	b
2867	Heavy and dark may its bidding be : 	b
2868	May I never tread the hills again. 	b
2869	Or how in exile misery 	b
2870	' Watch in love by a fevered pillow, 	b
2871	When heaven repels my prayer, 	b
2872	Safe as the petrel on tossing billow, 	b
2873	Like summer's sunshine o'er a hill, 	b
2874	( Guardian-angel he lacks no longer ; 	b
2875	From his last hopeless agony, 	b
2876	Eclipsed the glory of the sky, 	b
2877	And my love is truer than angel-care.' 	b
2878	And all the joyous music breathing by, 	b
2879	The place, the hour the same ; 	b
2880	How canst thou linger now ? 	b
2881	And stars were in the depth of blue, 	b
2882	'Tis true she stands among the crowd, 	b
2883	Even so, Guitar, thy magic tone 	b
2884	The little lamp burns straight, its rays shoot 	b
2885	And wept above thy fate the more 	b
2886	Flung streaks of moonshine here and there. 	b
2887	Your eyelids droop, a weight is on your brow ; 	b
2888	Woe to the gifted, crime to the giver, 	b
2889	And singing birds and sighing trees, 	b
2890	And dim the hearts that slowly die. 	b
2891	Spent in her Eden Isle 	b
2892	Passed with the ray whose shine it caught ; 	b
2893	What loves me, no word of mine shall e'er betray, 	b
2894	When, severed wide by guiltless gore, 	b
2895	And all their myriad voices 	b
2896	I heard it then, you heard it too, 	b
2897	He for whom I wait, thus ever comes to me ; 	b
2898	Strange Power ! I trust thy might ; trust thou my 	b
2899	Looks from its golden frame ; 	b
2900	And that wide west has waked a word 	b
2901	But listen ! The earth is our campaign of war, 	b
2902	Whose sombre portal hides the light, 	b
2903	Clings Percy's wounded spirit so : 	b
2904	I shall not tread again the deep glens where it 	b
2905	The narrow dungeon of the dead, 	b
2906	A silence settled on the room, 	b
2907	Across the waters of despair 	b
2908	And quench the lamp and stir the fire, 	b
2909	Nor, through long hours of future pain, 	b
2910	Her kind face o'er thee shine ? 	b
2911	Have wrapt the parent orb away. 	b
2912	And give me liberty ! ' 	b
2913	Greets no returning summer skies ; 	b
2914	But yet faint not, mournful man ; 	b
2915	And from that world of heavenly light 	b
2916	To guide us in our lifetime's night, 	b
2917	Drowsy and dark my spirit lies, 	b
2918	But, ere night darkened down 	b
2919	Thou wert so bright and fair, 	b
2920	Yet could I with past pleasures 	b
2921	With blue and ghostly gleams, 	b
2922	Remorse even now may wake within 	b
2923	' Well there is rest there, 	b
2924	For there are angels weeping ; 	b
2925	The streets are crowded all, 	b
2926	Our children felt their fathers' wretchedness ; 	b
2927	Its unsustaining vastness waxes drear ; 	b
2928	And curb my own wild will. 	b
2929	True heart and brow unmarked by time, 	b
2930	The law that bade it not defy. 	b
2931	And called on Heaven to aid 	b
2932	With such a fervent zeal, 	b
2933	The clouded forms of long-past history. 	b
2934	It always walks with head declined, 	b
2935	It vexes me to choose another guide : 	b
2936	Their breasts have burst through the battle's 	b
2937	Their ghostly fingers flecked with snow, 	b
2938	What have those lonely mountains worth reveal- 	b
2939	But a wild bird sprang from his hidden lair, 	b
2940	The earth that wakes one human heart to feeling 	b
2941	Though time should change my youthful face, 	b
2942	THE following are the last lines my sister Emily ever wrote. 	b
2943	No coward soul is mine, 	b
2944	AND like myself lone, wholly lone, 	b
2945	I see Heaven's glories shine, 	b
2946	He hears the stream its waters fling ; 	b
2947	I 'M standing in the forest now, 	b
2948	Almighty, ever-present Deity ! 	b
2949	But a brave heart, with a tarnished name, 	b
2950	The splendour of the main, 	b
2951	They did not dare to smile. 	b
2952	That move men's hearts : unutterably vain ; 	b
2953	With windows yawning on intenser gloom, 	b
2954	When thy stream was troubled, did mine calmly 	b
2955	The wind blew fresh and free. 	b
2956	And forms and faces lost for ever 	b
2957	A thousand dreams of mind. 	b
2958	The steadfast rock of immortality. 	b
2959	Or, with strained ear, to catch the shock, 	b
2960	MILD the mist upon the hill, 	b
2961	Pervades and broods above, 	b
2962	Changes, sustains, dissolves, creates, and rears. 	b
2963	Hath moved the tear and waked the sigh ; 	b
2964	They kindled the perishing ember 	b
2965	And Thou were left alone, 	b
2966	That love, which will the wicked greet 	b
2967	The oath within that caverned hall, 	b
2968	And from the midst of cheerless gloom, 	b
2969	One calm hour on the brink of life 	b
2970	With thy mind's vision pierce the deep, 	b
2971	Eternal midnight there. 	b
2972	OPPRESSED with sin and woe, 	b
2973	And madness cannot feel thy scorn, 	b
2974	I longed to view that bliss divine 	b
2975	And often when the sun declines 	b
2976	The ghastly night, the ghastlier morrow, 	b
2977	Her wavy hair on her shoulders bare, 	b
2978	The burning tears that would keep welling, 	b
2979	That stains our standard green ? 	b
2980	Living in the depth of Heaven ; 	b
2981	As if each gasp were life expelling, 	b
2982	Like sudden ghosts, to memory came 	b
2983	'Tis nothing to eternity : 	b
2984	Mighty heaven, a glad avenger 	b
2985	Death comes on every wind. 	b
2986	That would not mourn the dead. 	b
2987	Thickening above me evermore. 	b
2988	Has neared its final close, 	b
2989	No tongue would ask, no eye would mourn ; 	b
2990	But mutely trace its airy way, 	b
2991	At last refused to mourn. 	b
2992	And summer days again begin 	b
2993	Changing, and still the same, yet swiftly passing. 	b
2994	The wild wind from that wavy main 	b
2995	I never thought to see again. 	b
2996	Bless thee, bright Sea, and glorious dome, 	b
2997	And thinks he of Patrician pride, 	b
2998	My voice is choked, but not with grief, 	b
2999	Bright, but yet sullied, love which could never 	b
3000	I know my mountain breezes 	b
3001	Deepened the gloom of evening's sky, 	b
3002	And, were they forged in steel, they could not hold 	b
3003	The long grass bending where I lay, 	b
3004	And in the heath or mountain far 	b
3005	The goats fly by with timid cry, 	b
3006	His golden days left long behind. 	b
3007	But then it was a calmer woe, 	b
3008	'Tis many a year, 'tis long ago, 	b
3009	A dream of what had been before j 	b
3010	Was that in which the summer sheen 	b
3011	Ungoverned nature madly spurned 	b
3012	Memory of feelings past, 	b
3013	Often I 've sat down on the ground, 	b
3014	Gazing up to the flush scarce seen, 	b
3015	Those bounding breasts that grief should thrill 	b
3016	Then died away, nor came again ; 	b
3017	Thy deep, unutterable woe? 	b
3018	But my sad heart must ever mourn 	b
3019	It sought thy father's home and mine 	b
3020	As I remembered it of old. 	b
3021	And dreamy scents of fragrance pass 	b
3022	Come back the feelings that would swell, 	b
3023	FAR away is the land of rest 	b
3024	They would have done it had they known 	b
3025	Oh ! I shall weary for the light 	b
3026	I howled, and tore my tangled hair ; 	b
3027	Time has turned the bloom to grey, 	b
3028	Lay in unspeakable despair. 	b
3029	of New York in 1902. 	b
3030	Then 'twas first my nursling smiled ; 	b
3031	But both without a murmur there 	b
3032	But her father smiled on the fairest child 	b
3033	WHAT winter floods, what streams of spring 	b
3034	winds coldly mourn 	b
3035	Dead, dead is my joy, 	b
3036	Might embrace in love again ; 	b
3037	To see that water shine ; 	b
3038	But sighing it murmurs, * Let memory perish, 	b
3039	IN the same place, when nature wore 	b
3040	And nothing on the summer gale 	b
3041	The dearest to a mountaineer 	b
3042	For, if your former words were true, 	b
3043	I cannot say my faith is strong, 	b
3044	Now might we doubt God's guardian 	b
3045	Those wondrous southern Isles to hail, 	b
3046	Behold he sinks away ! 	b
3047	LORD of Elbe, on Elbe hill 	b
3048	The mist is thick and the wind is chill ; 	b
3049	More wakeful heart and eyelids grew. 	b
3050	Has sighed for sorrow that thou wert away. 	b
3051	And in his hair the south wind blows, 	b
3052	And hopeless comes its dark decline, 	b
3053	Oh, we are listening for a sound, 	b
3054	Moans as the night gusts over it blow. 	b
3055	Till each far-down reflection is 	b
3056	I see them far off, and it deepens the gloom ; 	b
3057	An undefined, an awful dream, 	b
3058	Where chill, chill whiteness covered all, 	b
3059	In unexhausted woe. 	b
3060	In darkness long concealed, 	b
3061	Would now be tossing under me. 	b
3062	I will not question, only say 	b
3063	But thou art now on the desolate sea, 	b
3064	Regive him shadowy gleams of infancy 	b
3065	Of love too warm, and wild, and bright. 	b
3066	The Herons are flown to their trees by the Hall ; 	b
3067	COLD, clear, and blue the morning heaven 	b
3068	Will give me to a darker doom ; 	b
3069	Through a sky of cloudy grey. 	b
3070	Reflects that winter sky : 	b
3071	In glimpses of a spirit shore 	b
3072	A silent, silvery star. 	b
3073	And I have long forgot to weep. 	b
3074	Sweetly has its dawn begun ; 	b
3075	But the heaven may shake with thunder 	b
3076	Himself restored to infancy? 	b
3077	To leave my lonely halls ! ' 	b
3078	Bless thee, bless all I cannot speak ; 	b
3079	For the moon now beaming mild above 	b
3080	Go, shed thy tears in Ocean's wave 	b
3081	From that wide heaven where every star 	b
3082	IF grief for grief can touch thee, 	b
3083	One hour, my spirit, stretch thy wings 	b
3084	Within their perfumed bower, 	b
3085	Of sorrows gathering near, 	b
3086	From her stately form and her features rare, 	b
3087	And young leaves shoot among the fern. 	b
3088	The twilight fading from the skies, 	b
3089	What ! shall they carve on his tomb with the sword 	b
3090	How thou didst turn in mockery 	b
3091	Sparkling in sunshine and in dew, 	b
3092	Had its waters worn the shore. 	b
3093	Methinks the mellowing haze of years 	b
3094	No doubt had marr'd my word ; 	b
3095	TELL me, tell me, smiling child, 	b
3096	What the past is like to thee? 	b
3097	As glancing o'er the moorland track, 	b
3098	Something in that ancestral pride 	b
3099	Tell me what is the present hour? 	b
3100	A green and flowery spray, 	b
3101	Where a young bird sits gathering its power 	b
3102	Your cold hands hardly hold the weary pen : 	b
3103	And what is the future, happy one? 	b
3104	Sunk to peace the twilight breeze : 	b
3105	A mighty, glorious, dazzling sea, 	b
3106	Stretching into infinity. 	b
3107	The inspiring music's thrilling sound, 	b
3108	No, Earth would wish no other sphere 	b
3109	The glittering splendour rising round, 	b
3110	Yet of the native shepherds none, 	b
3111	So stilly round the evening falls ; 	b
3112	To keep my honour fair ; 	b
3113	Covering her brow to hide the tear 	b
3114	The shepherd placed a seat and pressed 	b
3115	From it the torrents flow ? 	b
3116	Never put back that golden flow 	b
3117	That murmur to the breezes' call 	b
3118	The laden bee flew home, 	b
3119	And raised the covering from his brow, 	b
3120	* Nay, call me not ; it may not be ; 	b
3121	Still spoke to me of years gone by ; 	b
3122	Earth rising to heaven and heaven descending ; 	b
3123	Man's spirit away from the drear dungeon sending, 	b
3124	And sound and sight had well combined 	b
3125	All down the mountain-sides wild forests lending 	b
3126	The mighty voice to the life-giving wind ; 	b
3127	With dying torments riven 	b
3128	Fast through the valleys a reckless course wending, 	b
3129	The withering corpse to me. 	b
3130	The busy day has glided by, 	b
3131	For not through age, and not through crime, 	b
3132	Of the golden-gifted time ; 	b
3133	And, Douglas ! thou shalt be 	b
3134	When my sad soul forgot its pride 	b
3135	Since cast from off thine angel brow 	b
3136	Woods, you need not frown on me ; 	b
3137	I have suffered on thro' night and day ; 	b
3138	To know where she is laid. 	b
3139	You need not mock so bitterly. 	b
3140	Thy silvery form, so soft and fair, 	b
3141	I watched how evening took the place 	b
3142	And, far away, down Elmor scars 	b
3143	* The birds that now so blithely sing, 	b
3144	And warms the breezy air. 	b
3145	The waste of youth, the waste of years, 	b
3146	COME walk with me, 	b
3147	And still the words and still the tone 	b
3148	I dream of moor, and misty hill, 	b
3149	In all the hours of gloom 	b
3150	Will find a heart to bear. 	b
3151	WELL narrower draw the circle round, 	b
3152	Laid low in dust their Dryad-hair. 	b
3153	Through the long nights of angry weather, 	b
3154	When parted ghosts might come, 	b
3155	Above their prisoned dust to grieve 	b
3156	Its twilight hours and evenings dark 	b
3157	Whose waves are foaming far and wide. 	b
3158	One gush of ardent prayer. 	b
3159	Forget the hopes of years : 	b
3160	With the radiant red of furnace flames 	b
3161	Senselessly has lain. 	b
3162	To the discord of lute-strings all unstrung. 	b
3163	My robes, and smooth my tangled hair ; 	b
3164	And constant sorrow on my brow 	b
3165	The saints shall shelter thee from harm. 	b
3166	And spread with smiles the evening meal ; 	b
3167	In years by time long left behind ; 	b
3168	TO A WREATH OF SNOW 	b
3169	When I began to pray. 	b
3170	And still it bent above, 	b
3171	They come sailing on, 	b
3172	How oft have I forgot my God, 	b
3173	Yet my heart loves December's smile 	b
3174	That tracks the boundless blue. 	b
3175	Paints her image on the mind. 	b
3176	Of gazing in thine eyes. 	b
3177	And think the fearful vision o'er. 	b
3178	The blossoms to deck my home with the dead. 	b
3179	Tis like the heaven which parting days 	b
3180	The idol chiefs of all. 	b
3181	As if grown weary of the light 	b
3182	When its lips opened and a sound 	b
3183	Awoke the stillness reigning round, 	b
3184	Faint as a dream, but the earth shrank, 	b
3185	And truly like a god she seems, 	b
3186	Woe for the day ! Regina's pride, 	b
3187	Retracing back her lifetime flown ; 	b
3188	And thus in strange response he spoke. 	b
3189	The circling hills to kiss. 	b
3190	Where fairer forms in darkness lie ; 	b
3191	That time is treasuring up for me. 	b
3192	Sound through the granite glen ; 	b
3193	All vague and undefined ? 	b
3194	That sad lament was ringing ; 	b
3195	Twill break for thee. 	b
3196	Such dreamy, dreary singing. 	b
3197	Aware her last hour approaching fast, 	b
3198	Of mirror broken on the grass, 	b
3199	Watch for a bird with sable wing, 	b
3200	And weaker minds would fear. 	b
3201	I listened to thy mournful sighing. 	b
3202	Were by a faint breeze blown ; 	b
3203	I knew the source whence sprung those tears 	b
3204	They raise their eyes, for the sunny skies 	b
3205	Reveal ; where o'er a lone green wood 	b
3206	How well my spirit knows the path 	b
3207	Was given me in that silent hour 	b
3208	In a yeoman's home-close grew ; 	b
3209	In cell and cloister drear ; 	b
3210	At last the sunshine left the ground, 	b
3211	The bright blue flowers and velvet sod, 	b
3212	Were strange conductors to the bowers 	b
3213	I need not fear my foes, 	b
3214	Aid for that which lies before. 	b
3215	In a grave that never shuts its dead 	b
3216	Gazed o'er the sands the waves efface 	b
3217	In cloudy morning clothed the sky. 	b
3218	Come, sit down on this sunny stone ; 	b
3219	I saw His wisdom infinite, 	b
3220	In her uncovered eye ; 	b
3221	But beneath the earth is midnight 	b
3222	Waiting to hear the lingering feet 	b
3223	And whistles round the gloomy wall, 	b
3224	And lingering long, and thinking grieves, 	b
3225	How it longed how it burned to be free ! 	b
3226	And no one laughed, and none seemed free from 	b
3227	He wakens, and how ghastly white 	b
3228	By whom all things were made ; 	b
3229	So, resting on a heathy bank, 	b
3230	And will sustain when thou art gone. 	b
3231	me mourn ; 	b
3232	An anguish in his bosom now ; 	b
3233	COMPANIONS all day long we 've stood 	b
3234	Fixed strainedly on the vacant air ; 	b
3235	His wisdom so divine, 	b
3236	Weak, wretched sinner though I be, 	b
3237	Sleeping silently and still, 	b
3238	On Eversham's woody brow. 	b
3239	That living, is not nobler now 	b
3240	Too full to hide their tears, too stern to overflow ; 	b
3241	To see the sunshine disappear ; 	b
3242	The breeze sings like a summer breeze 	b
3243	Then silent weep J cannot weep, 	b
3244	Cut off from hope in early day, 	b
3245	From earth and glory cut away. 	b
3246	That haunts his feudal home ; 	b
3247	Must image forth the scowl of night, 	b
3248	And childhood's flower must waste its bloom 	b
3249	Beneath the shadow of the tomb. 	b
3250	Though vengeance held a sheathed sword 	b
3251	And still did evening fall ; 	b
3252	Through infinite immensity. 	b
3253	Wave gently round her head. 	b
3254	Tells what once those features were, 	b
3255	By that celestial shine I 	b
3256	And the dying their last watch were keeping 	b
3257	Let us be laid in lasting rest, 	b
3258	Lost their robes of tender green ? 	b
3259	That I should greet approaching feet, 	b
3260	Half the sweet, the haunting smile ; 	b
3261	Other desires and other hopes beset me, 	b
3262	There is a voice in the wind that waves 	b
3263	And pleasure tune its chords again. 	b
3264	And my eyes cannot hold the tears 	b
3265	Was it some feeling of delight, 	b
3266	From the time of morning's earliest dew 	b
3267	Blasts with that oath his perjured soul, 	b
3268	Kindle a short and bitter smile, 	b
3269	The sun of evening died, 	b
3270	Sleep, stilly sleep, thou bright-haired child, 	b
3271	Its large dark eyes of shadowy light, 	b
3272	Waveless and calm lies that silent deep 	b
3273	They fleck with shade our mountains bright 	b
3274	A little longer in this reverie : 	b
3275	Upon its heathy shores. 	b
3276	But not a dream of sleep ; 	b
3277	Ah ! could my hand unlock its chain, 	b
3278	Were off like light again. 	b
3279	For every torturing tear. 	b
3280	And chained was every tongue. 	b
3281	To mourn o'er what I mourn. 	b
3282	God ! bless her sun with victory, 	b
3283	In some warm nook a couch to find. 	b
3284	strong and far : 	b
3285	Fluttering from the autumn tree. 	b
3286	That through the shadows shone 	b
3287	The languid lid would close, 	b
3288	Though I no more may watchful bend 	b
3289	Through dreams where startling imagery 	b
3290	Can no memory now recall 	b
3291	Home to their journey's end ; 	b
3292	ALONE I sat ; the summer day 	b
3293	Had died in smiling light away ; 	b
3294	Returning to my breast again. 	b
3295	For past misery are we weeping? 	b
3296	I will sail the desert sea. 	b
3297	Roams in the dawn of day ; 	b
3298	The harvest-moon looks down ; 	b
3299	Look on those woods, look on that mountain lorn, 	b
3300	I '11 hide it in my heart no more, 	b
3301	Then why is all so sad and lone? 	b
3302	How invincible its roar, 	b
3303	A shattered wreck on ocean's tide, 	b
3304	But that at Ambition's bidding, 	b
3305	The heart so long endeared to thee, 	b
3306	Are you a hawk to follow the prey, 	b
3307	Till death shall sound his signal cry, 	b
3308	Visions by ardent fancy fed 	b
3309	And yet a dreamlike comfort came 	b
3310	But now, when I had hoped to sing, 	b
3311	My fingers strike a tuneless string ; 	b
3312	Who bound us in one vigorous whole 	b
3313	Still clung she to his bridle rein 	b
3314	Yet have I read these falcon eyes, 	b
3315	He faintly prayed, < O Death, delay 	b
3316	But a tyrant spell has bound me, 	b
3317	'Tis like old age pretending 	b
3318	Roofless, crumbling to the ground ; 	b
3319	Their bare boughs weighed with snow, 	b
3320	We both together struck the blow ; 	b
3321	And yet I cannot go. 	b
3322	OH, all the cares these noontide airs 	b
3323	Wastes beyond wastes below ; 	b
3324	When the sun first crowned the hill, 	b
3325	Beneath these sullen skies? 	b
3326	I 'LL come when thou art saddest, 	b
3327	Bring light to the darkened room, 	b
3328	When the rude day's mirth has vanished, 	b
3329	Spirit of bliss ! what brings thee here, 	b
3330	Long he gazed and held his breath, 	b
3331	I '11 come when the heart's worst feeling 	b
3332	Has entire, unbiassed sway, 	b
3333	But some I read so well, 	b
3334	And gives to fancy magic power 	b
3335	It was a summer day that saw 	b
3336	Listen ! 'tis just the hour, 	b
3337	But who reads not through the tender glow 	b
3338	But thank your passion not for me ! 	b
3339	A flood of strange sensations roll, 	b
3340	Forerunners of a sterner power, 	b
3341	Heralds of me? 	b
3342	THE soft unclouded blue of air, 	b
3343	Shining through darkness, sweetly spoke 	b
3344	How daredst thou wake thoughts in me, 	b
3345	And lived upon this weary Earth 	b
3346	But then I knew that he stood free, 	b
3347	Was it the smile of early spring 	b
3348	And then I felt . . . \unfinished\. 	b
3349	Now trust a heart that trusts in you, 	b
3350	Douglas leaned above the well ; 	b
3351	And may not be forgiven. 	b
3352	My heart is with your heart at home ; 	b
3353	cold, cold is my heart ! 	b
3354	We both were scorned, both sternly driven 	b
3355	Over his own unhappy soul ; 	b
3356	Unless I change in every thought, 	b
3357	And memory will restore me nought, 	b
3358	Look now she rests below, 	b
3359	The clouds are earthward yearning ; 	b
3360	The smothering snow-clouds rolled away ; 	b
3361	The barren mountain-side lies bare, 	b
3362	He would not give one moorland wild 	b
3363	As shines earth's sun in summer noon 	b
3364	And whiter brows than yours may be, 	b
3365	Where city walls spread wide around 	b
3366	And lightning looks from orbs divine 	b
3367	About my pathway burn and shine. 	b
3368	But that pure light, changeless and strong, 	b
3369	That last dim beam that sets for thee, 	b
3370	Echoing to their bells. 	b
3371	My feeble faith still clings to Thee. 	b
3372	When we were wont to burst away 	b
3373	Remembrance never dies, 	b
3374	From hope, and peace, and power, and 	b
3375	Her former life's eventful day 	b
3376	Know nought akin to our despair ; 	b
3377	Without a voice to speak to you 	b
3378	For that mist may break when the sun is high, 	b
3379	For bygone griefs and dried-up tears. 	b
3380	In open day and cheerful sun, 	b
3381	Lord Lesley, let it free ; 	b
3382	Waiting the death that was to come. 	b
3383	On which it ought to wend. 	b
3384	Sleep brings no strength to me, 	b
3385	Must claim from Justice lasting rest ; 	b
3386	Youth's warm affections gave, 	b
3387	To meet its early tomb ? 	b
3388	Mad though that anguish be, 	b
3389	As warm as middle June. 	b
3390	And yet it seems a dreary moor, 	b
3391	Was heavier far than earth can be ; 	b
3392	A shelter from the sky. 	b
3393	And never Fejian devotee 	b
3394	My only wish is to forget 	b
3395	In endless sleep of death. 	b
3396	Fireless hearths, and lifeless homes ; 	b
3397	Had they but seen their idol then, 	b
3398	Strong I stand, and laugh to see 	b
3399	That leaf from its parent tree ; 	b
3400	Shut out from joy and liberty, 	b
3401	All the puny ways of men ; 	b
3402	The first to fight, the last to fall, 	b
3403	Then come again ; thou wilt not shrink 	b
3404	The glory of the festal day, 	b
3405	Ought for a moment to be mine : 	b
3406	Affrightened from that ceaseless roar. 	b
3407	Beneath its mighty glare : 	b
3408	Thing of Dust, with boundless pride, 	b
3409	Dare you ask me for a guide ? 	b
3410	Will hardly let her gleam, 	b
3411	Or any, but an exile's doom. 	b
3412	Windows through whose broken panes the night- 	b
3413	To free the world from tyrant's chain, 	b
3414	For which we fought and bled and died. 	b
3415	I saw her give th' unanswered kiss 	b
3416	Full soon divided him from me. 	b
3417	Where their bright glories shone at first. 	b
3418	To shelter 'neath a foreign heaven ; 	b
3419	Till far beyond earth's frenzied strife, 	b
3420	That should startle the nations that rest around. 	b
3421	What pleasant airs upon her face 	b
3422	Confused and strange and drear. 	b
3423	She sits and fondly seems to trace 	b
3424	And never more at early dawning 	b
3425	And I must see the final gloom 	b
3426	The accursed man shall be ; 	b
3427	Dear childhood's innocence forgive, 	b
3428	And my eye can wander through worlds of light. 	b
3429	Methinks their chime sounds faint and drear, 	b
3430	My lids closed down, yet through their veil 	b
3431	The glory of a summer sky. 	b
3432	And form my mood to Nature's mood. 	b
3433	The tiny ripples flame. 	b
3434	Went, and ne'er returned again ! 	b
3435	I cannot bear to go away. 	b
3436	May beam the blaze of July's sun, 	b
3437	To soothe your grief or calm your care ; 	b
3438	Nay, do not weep ; that bitter mourning 	b
3439	And man's remarks or sighs or scorn, 	b
3440	Full many a heart, that in the tomb, 	b
3441	For ever dark, for ever cold. 	b
3442	You '11 dry your tears and check your sighing, 	b
3443	Lie low and lone the silent dead ; 	b
3444	FALL, leaves, fall ; die, flowers, away ; 	b
3445	If I were quite alone, 	b
3446	One ripple in the lovely lake ; 	b
3447	Lost, cursed, degraded all for thee ! 	b
3448	There are bones whitening there in the 	b
3449	Fernando left his home and you, 	b
3450	And still I think you must remember 	b
3451	Marking my despondency. 	b
3452	Lit by the evening flame, 	b
3453	I longed to see his face again, 	b
3454	From his daylong dream at once he woke ; 	b
3455	Better that I my own fate mourning, 	b
3456	Except for you, my dearest queen ! 	b
3457	There lies a lone and lovely glade, 	b
3458	And there the hearts together nourished, 	b
3459	Since parted from thee I am left alone, 	b
3460	The afternoon in softened glory 	b
3461	In the old church beneath the stone, 	b
3462	And the broad park spread before me 	b
3463	And curse instead of pray. 	b
3464	And there I stood when he had left me, 	b
3465	With ashy cheek and tearless eye, 	b
3466	Watching the ship whose sail bereft me 	b
3467	In gathering gloom in every glade, 	b
3468	By the wild storm blasts roughly broke, 	b
3469	O may I never lose the peace 	b
3470	My soul still bounded o'er the billow, 	b
3471	The curtains waved, the wakened flies 	b
3472	The azure flowers where they were nursed, 	b
3473	One brief glimpse to thine eye, I 	b
3474	Its much-desired repose. 	b
3475	Of safe deliverance from the sea. 	b
3476	Yet, alas ! the sooner turning 	b
3477	And drowned my bloom of youth in tears. 	b
3478	And time at length brought power for coping 	b
3479	With thoughts I could not once endure. 	b
3480	MAY flowers are opening, 	b
3481	The place that saw our last farewell, 	b
3482	Yet their lives passed in gloomy woe, 	b
3483	In plundered churches piled with dead 	b
3484	Go out upon the breezy moor ; 	b
3485	AWAKE, awake ! how loud the stormy morning 	b
3486	Calls up to life the nation's resting round ; 	b
3487	What follows in Ula's garden sweet 	b
3488	And violet and wild woodrose 	b
3489	One whisper, one sweet dream in him, 	b
3490	' Twill only yield another sight 	b
3491	That while the world was lost to her 	b
3492	A beam of glory there, 	b
3493	It was cultured by another hand, 	b
3494	A traitor's perjury. 	b
3495	And her look of Majesty. 	b
3496	The sea-green standard lies in dust beneath. 	b
3497	To which my own was given ; 	b
3498	Soldiers, preserve that glory bright and free ; 	b
3499	It was just the time of eve, 	b
3500	Let me remember half the woes 	b
3501	Are but the shattered glass 	b
3502	Can still the spirit's storm ; 	b
3503	While thou canst speak with such a tone ! 	b
3504	But how can I live lonely here? 	b
3505	From turret, tower and wall. 	b
3506	And prone to every sin ; 	b
3507	And in the haze of glorious light 	b
3508	I have sat lonely all the day, 	b
3509	In the pure light of childhood's morn, 	b
3510	Where blackbird and the throstle dwell ; 	b
3511	Save that deep gong which tolled my 	b
3512	A thousand strains of Music swell. 	b
3513	For God alone doth know how blessed 	b
3514	And every listener swears it true ; 	b
3515	And tell me, why such blessed sleep 	b
3516	Unlike the bloom I like to see. 	b
3517	So full of soul, so deeply sweet ; 	b
3518	The grave must close those limbs around, 	b
3519	The moonbeam and the storm, 	b
3520	While the wind is whispering only, 	b
3521	Cheeks are pale and eyes are dim. 	b
3522	How can I break these iron chains, 	b
3523	Are the hours to come, the joyless hours, 	b
3524	With beams of such impartial blaze, 	b
3525	It chained the snow-swollen streams no more. 	b
3526	And they will reach it soon. 	b
3527	And then a sudden flash of flame, 	b
3528	And leave my human feelings 	b
3529	Into my heart and anxious eye, 	b
3530	Then his eyes began to weary, 	b
3531	Amid the howling storm of war? 	b
3532	care and tears and pain. 	b
3533	But coldly breaks November's day ; 	b
3534	But hate eternally. 1 	b
